,Text,Sentiment
2371,COMPQ SPX IND BAC C Futures traded with rises pending macro data   ,1
2372,CM Continuation (likely)   ,1
2373,SPW the dip that refreshes 12.63 gartley target on 6 month daily 3.90A 9.12B 7.41C 12.63D 1:1 14.62 1:1.382,1
2374,"ong ZGNX user: 2/13 Watchlist: ACW, ACHN, GGS, IBCP, MENT, NAT, STP,ZGNX.  ",1
2375,PO (specialty chemicals) is slowly approaching new all-time highs,1
2376,AMZN short stopped out.  rough to walk into a gap up,0
2377,this could be the last good chance to short AMZN,0
2378,"O delivered 4Q 2012 adjusted earnings of 0.79 per share, which exceeded 4Q 2011 earnings by 8.2%. ong if beats 41.52. Stop loss 41.11",1
2379,CSN Scaling Down at 1.3445000,1
2380,For the past 10 years F has booked an avg return of -4.4% from Jan to Mar option expiration. F has posted negative returns for 2/10 years,0
2381,"Exact reason why ETFs are safer than individual stocks, News Kills a stock - Trade KO Not CF  ",1
2382,user O Stop loss in 41.54 after beating 41.74,1
2383,user: user O Stop loss in 41.54 after beating 41.74,1
2384,OCN running IGHT NOW,1
2385,P approaching resistance area around 12.47/.50  ,1
2386,"FDO spread buying Jul 57.50C 5,400 times at 2.90 selling the Jul 52.50P 5,400 times at 2.20. Both against much lower open interest",1
2387,The ise of Google Play: App Annie Index January 2013   h/t user GOOG AAP,1
2388,V going into full breakdown mode,0
2389,Majority of eading Stocks regularly lag NQ_F & ES_F on strong up days.  AMH QCOM KS GS SSYS KBH FT GOOG,0
2390,"user 5 stocks i've been buying at 50 with hopes for 70, SBX KOS PANW EBAY HAIN - AM I diversified? Will i see 70 this year?",1
2391,"Buying V on any and all pullbacks.  Doubled since IPO, expecting another double sooner than later",1
2392,un-p Trade Into DVAX FDA Approval Decision  ,1
2393,AAP and 20EMA   ,0
2394,CEE should crack 45 not letting go above 45.15 with full cover then will reshort again - CEE on the red train down now,0
2395,"FFIV - short, anybody thinking of buying this should be watching EZCH  - EZCH a supplier to comm./switch co's",0
2396,IDCC .. Take a look at how IDCC performs after touching lower Bband previously!!!  ,1
2397,"MDSO - ong  27.51. Trailing Stop  41.40 from 11 prior Stops of 38.58, 37.67, 37.11, ... 27.51, 25.15 and 22.79 -  ",1
2398,NFX short via 2/22 Put 4.65,0
2399,user Where do you see it by the end of next week? NFX,0
2400,CIMT is a player in 3-D imaging CAD software designs that has explosive growth paying SDIV in the industry DDD SSYS ONVO PCP DASTY,1
2401,"With the mess that Twitter andThe Grammy's made of Hashtags #sting (are you kidding me), excited for GOOG to just step in and print  off #",1
2402,"TTM revs, retained earnings, FCF last 5yr. Yoga growin lifestyle trend. Can  stay on top of it?  ",1
2403,"Deere & Co DE predicts slowdown in .S. farming, but boom abroad",1
2404,Why would anyone buy AX's overpriced services when there are many more high-quality alternatives that essentially cost half the price?,0
2405,"SCTY cools off, but SPW continues upward. Our take:  also, look for our updated solar market outlook soon",1
2406,"CSCO get on the train to San Jose now, 23.80 before next Qtr earnings",1
2407,pep trying to break thru the 9 ema on the 5 min after triple doji bottom,1
2408,AAP here is some news none of us have ever heard..  ,1
2409,NFX tight flag 10minute,1
2410,BAC New OD !,0
2411,BAC New ow of Day 12.20.Broken --> 12.18,0
2412,BAC Oups OD is 12.16 now,0
2413,BAC Back run down to 11.75 area to consolidate.. Sell Off &  Profit Take !,0
2414,BAC ot of Big Sellers on 2 New OD again 12.12 Expect a big sell-of   EOD,0
2415,ES_F Vivid bearish volume histogram divergence in XHB home sector-( TO EN PHM )  ,0
2416,BAC It's will be healty to consolidate few day around 11.75 before going to 13.00 !!!,0
2417,BAC Big Boys are selling on 2 lot off Big Stake for sale !,0
2418,user: BAC All the banks are reversing now!,0
2419,BAC ook  evel2 lot of selling occur from funds !,0
2420,out 1/3 of VMW short more. carrying remainder overnight also short full position FB and BID,0
2421,AAP GS says higher div likely .. more value investors? Why no stock split instead?  ,1
2422,"ed Monthly Triangle on CSN,.......pdating  ",1
2423,user still holding those puts? :) MCP,0
2424,Swing Trade Quick Pick: The J.M. Smucker Co. SJM |   ,1
2425,user 45000 Did you check my update about CSN?,1
2426,BBY Best Buy Founder Schulze Considers Alternatives to Buyout Plan Feb 13 at 15:48 Profile hits: NONE Disclosure Short BBY,0
2427,"CEG ooking to Add to, soon.",1
2428,znga looking to continue to add as well.,1
2429,PPHM is going down like a Ship!,0
2430,"YB holders cashing in after big run since November, GS underwriting 25 million shares secondary",1
2431,CSCO Never mind Crisco - Call her KY for the longs.... 16 target,0
2432,"NN uptrend still intact. Had resistance at 0,4. It will attack that again in the next days. First gap to close is 0,5 then 0,8. TP 1,5",1
2433,Our 2013 solar outlook:  SPW SCTY FS YGE TS STP,1
2434,user CalMustang That's why we own 0.05 puts... doesn't get any cheaper than that on the risk side MCP,0
2435,Omega Advisors initiated a 3 million share stake in FB  also sold his entire stake in Apple AAP   ,0
2436,Take a look at how IDCC jumped up quickly after touching the lower Bollinger Band. Happening again.  ,1
2437,"AMZN - no matter how I look at it, I still can't figure out why it's valued at 269.47 >   ",0
2438,Market Wrap Video + Additions to Watch ist  including: AGO AS CHK CVA GA NFX GP - by My Valentine,1
2439,BAC Don't forget OPEX is Friday (3rd Friday of month) So we will see below 12.00 for OPEX IMHO!,0
2440,After Hours Most Advanced: SKX AWC IO BT THO NFX   ANGI EDMC JCOM BCO VCK Z SGEN EQIX MBFI,1
2441,INVN CEE - started it's red bar down shorting more and CEE hasnt made it move yet - patience,0
2442,user You're Wrong I was long BAC till Yesterday. I think you are falling in love with Stock instead of making  ;-),0
2443,BK buys HNZ is HSY next? Warren must like chocolate bars with a coke KO,1
2444,"AN rally on MS upgrade might be enough to keep us long, price needs to reclaim 10wk  ",1
2445,COMPQ SPx AAP C CSCO GM - Wall Street: Futures in red before jobs data   ,0
2446,Side note: Nelson Peltz (Trian) actually designed the new HNZ ketchup packets. Wendy's is one Peltz's fav investment.,1
2447,BAC Euro-zone GDP plunge stokes rate-cut expectations  ,0
2448,DE looking for a bounce,1
2449,"FIO Hedge Funds Are Buying These 4 Oversold, Highly Shorted Stocks With Troubling Sales Trends  ONG",1
2450,the last two times I saw Warren Buffett he told me to 'Catch p' ....i just thought I was slow! .... ahhhhh hnz,1
2451,COH 52w low...,0
2452,"eal estate on fire this morning wit GY and Z, Z only up 4 since the open #NewMomoStocks",1
2453,"AFFY oversold.  etter is precaution, not a death sentence.",1
2454,HTZ Great relative strength today in red tape.  This wants 19+!,1
2455,"SYNT full year 2012 revs +13%, EPS +51% vs 2011",1
2456,EAP being sat on at 6.58 by large sell blocks - maybe some people need out of shorts?,1
2457,AFFY unbelievable round trip!,1
2458,"SWI still acting sluggishly but not invalidating yet, hanging in  ",1
2459,"SWY - long late night checkout line was funny last night - all men with last minute Valentines flowers, cards & candy  - did you get yours?",1
2460,MCP so much for my 7 puts... at least I have common stock! SC here we come!!! ,1
2461,GMC upside volume low but confirmed strong support beneath  ,1
2462,"OCN closing off its highs recently, but volume remains on upside, no damage done yet  ",1
2463,news on NS?,0
2464,NS aggressive put buying in Feb options,0
2465,"GS continues higher - a great ex. of buying right and sitting tight, allowing your winners to run  ",1
2466,NS breaks below the triangle,0
2467,The Harbor - ValuePlays | ValuePlays  HHC XOM FB M DDS GGP,1
2468,user Me too but NFX has been kicking my A!,0
2469,"NFX daily had the buy, its in extreme overbought so up should slow down but orange EH is power.  ",1
2470,SWKS ong Setup (Triggered):   ,1
2471,user: SWKS ong Setup (Triggered):   ,1
2472,SFY - Now that's a pretty Short Stroke forming.,1
2473,SFY - Now that's a pretty Short Stroke forming.  ,1
2474,INVN is a tough one to figure out & trade short term. I'm in long term so I brush off the intraday volatility,1
2475,"ed Weekly Triangle on AMPE,....pdating  ",1
2476,user Nice JVA Super ed,1
2477,"Sold partial SKX It is in a bear market you make most of your money, you just don't know it then aising ",1
2478,AAP weak... no volume..,0
2479,ACX Fidelity now owns 2.981%. XV BBH,1
2480,WFM fibs say here  or 81.67  ,1
2481,"BAC altho vol during formation not ideal, still a saucer nonetheless & possible C-n-H. Trend clear  ",1
2482,CT declining 22 % after a dividend cut of 26 %.,0
2483,HNZ do you guys think it will fill the gap?,0
2484,VXY IVAN buy SPW after a minor pullback - 14.70 target,1
2485,AAP 65mins Bear Flags  ,0
2486,SEV needs a little bump to get it moving up again.,1
2487,CST - 150% avg daily volume. ooks good for higher. Next resistance is gapfill.   ,1
2488,OVTI eclipsed yesterday's highs...16.50 initial tgt  ,1
2489,HA from morning follow up - best new mover from watch list today with volume of 145% ave full day   ,1
2490,ES_F Hedges rotating into Junk stocks like Solars and squeezing them FS SPW - Sign of End of QE Inflation ally?,0
2491,Halliburton having a monster day. The Evil Empire wins again. HA,1
2492,W looking nice,1
2493,ADM 50ma crossing above 200ma,1
2494,"AN ooks like that pullback entry worked, now lets see the action.",1
2495,SPW seeing a bearish divergence forming.  on watch for a flush to short.,0
2496,VVS at the highs  ,1
2497,Solar stocks are ripping. SPW up 20% and FS up 7% and Trending  ,1
2498,call vol has tempted me in! :) ONNN,1
2499,GPN is breaking out !! Tiger Global aised Stake in Groupon from 1.3M Shares to 65M Shares  ,1
2500,"AN technicals turning positive. SI rising, MACD crossover. Cleared 50EMA.  ",1
2501,SPW short 12.33,0
2502,HF entry 18.34 stop 17.55  ,1
2503,PPHM  Going down to 0.69 ouch...,0
2504,"GPN indeed has broken out of 9 mo base with min next upside target of 6.12/16 if hurdled and sustained, 6.50/55 with 7.50 med term outlier",1
2505,BAC Sell-Off of the day begin !,0
2506,2013 ooks Bright for .S. New Vehicle Sales - Blog Posts by Tom ibby | . . Polk F GM TM HMC,1
2507,"user I agree it's accumulation, but on SHOT term I'm bearish and on long term I'm bullish on BAC",0
2508,GEVO still holding for breakout !!,1
2509,SPW covered 12.12 not trusting it for a swing.  will watch for another short tomorrow,0
2510,agree user: hedge funds sold AAP in Q4. We'll see if it was a smart move or they dumped the stock in a panic. I say the latter,1
2511,PPHM 3 million shares stuck in a squeeze. Disinfo agents already appearing! user  ,1
2512,VHC looks ready to go...really tight range last few days  ,1
2513,WOW! WFM. Bearish past 86.72,0
2514,TSA this is why electic cars will go mainstream soon  ,1
2515,NVDA rebounded strongly today on pretty heavy volume and might be on the way up again.  ,1
2516,GEVO The volume is still large so it could potentially break out again at any moment.  ,1
2517,user check out CNN reporters finishing up successful TSA drive from DC to Boston.  Prob have cameras in car  ,1
2518,Selling ICE Short check out my video analysis  ,0
2519,"WT Bullish signal (initial confirmation) pushing above the 200 day average, for the 1st time since July of 2011.  ",1
2520,"ES,TF,YM,SPY,IWM,DIA, Hurricane FAGS are P!   Another warning lite...  ",0
2521,Told you on SPW  I still target 16 and higher  ,1
2522,ADS breakout   ,1
2523,HNZ Another American Institution sold to foreign interests as SA is gutted. Buffett has 0 management power over 3G.  ,0
2524,GD SV NEM ABX AY - The Price of Gold plunges to six-month low    ,0
2525,COMPQ SPX IND AIG KFT AEP  Futures traded in red with an eye on the G-20   ,0
2526,"T user DDD & SSYS working on left side of new bases. Wait patiently for them to form & better price action, as entry is everything.",1
2527,Hot Stock today - QIK OPXA MAKO DAA,1
2528,Market Wrap Video + Additions to Watch ist  including: AEG CAM DMND DC FT SFY ZOT,1
2529,GD SV NEM ABX AY P DZZ - The Price of Gold plunges to six-month low  ,0
2530,PreMarket Most Advanced: QIK GTAT IEP MEKO WTSA QGEN TIBX ATM ZNGA JB,1
2531,today could be the beginning for a MSFT run! (no pos),1
2532,going to full position in M,1
2533,M currently above resistance this morning  ,1
2534,"54 Short Ideas to prepare for the next correction,  BID SV GD FXE PB WTW FCX CF MNST Starting to tighten.",0
2535,GEVO Good breakout on high volume.  Possibly a nice long trade for a 30-40 cents profit,1
2536,SWY - added to long,1
2537,anad long 2.61 flag breakout.  ,1
2538,user: NTI buying 8.80 -8.83 - BYING MOE 8.87 -8.90 - magic 9 test,1
2539,ATVI short with a tight stop.,0
2540,SHW keep eye on this one - poised to breakout to new highs  ,1
2541,PCYC strong winning trade since Wednesday up 10+ since (holding)  ,1
2542,Equities esearch Morning post at my home page SSYS DDD,0
2543,SHD - Coiling snake,1
2544,user I was early...but right on! thanks for lookin out ! ssys,0
2545,user I want to frame this post u sent me....you may have been only one to read it lol ssys,0
2546,TIP - p fill the gap,1
2547,"EXAS nice pattern, maybe trying to break out of this handle or wedge   ",1
2548,GOOG stopped out of half --,1
2549,FS alert update: I suggest selling at least half again booking profits over 36% thanks again FS,1
2550,DDD - Breaks 50 day.... Stops at 50,0
2551,SSYS - 65 or 60... pick your winner...,0
2552,It really wants it. user: ZGNX...C'MON 1.60 + PINT  ,1
2553,BAC 11.95 could be the pin today !,0
2554,ZNGA 3.22 better be holding!!!,1
2555,user: Why is BAC falling? Montlu OPEX and Pullback of OVerall Market,0
2556,"IPHI ....that would be called a spike, lol, in at .49",1
2557,N found buyers near its rising 50dma and it is looking to resume its uptrend  ,1
2558,I was out today so missed it but CAY from watch list did well on vol of 197% of ave full day   ,1
2559,GME big volume coming in,1
2560,FT another watch list added yesterday that triggered today has volume of 55% of full day average   ,1
